Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
440,Alonso 2023,A potential transition from a concentrated to a generalized HIV epidemic: the case of Madagascar,Consensus,10.1186/s40249-023-01164-2,2023,"A potential transition from a concentrated 
to a generalized HIV epidemic: the case 
of Madagascar",Madagascar,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions; Predict disease trends ",Multiple,Not reported,Subset of parameters,Not reported ,"","Demographic (e.g., population size, sex and age distribution); Treatment and treatment outcomes (e.g., mortality, recovery)","",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Maximum likelihood estimation,"",Link reported but inaccessible,C++,No,Data likelihood ,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
439,Ulrich 2022,"Finding and treating early-stage HIV infections: A cost-effectiveness analysis of the Sabes study in Lima, Peru.",Consensus,"https://doi.org/10.1016/j.
lana.2022.100281",2022,"Finding and treating early-stage HIV infections: A cost-effectiveness analysis of the Sabes study in Lima, Peru",Peru,HIV,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Notifications / diagnoses; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Monte Carlo filtering,Not reported ,R; C++,No,Not reported,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",100
436,Sharma 2018,Assisted partner notification services are cost-effective for decreasing HIV burden in western Kenya.,Consensus,https://doi.org/10.1097/QAD.0000000000001697,2018,Assisted partner notification services are cost-effective for decreasing HIV burden in western Kenya,Kenya,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Single ,Not reported,Subset of parameters,Not reported ,"",Prevalence,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Manual (hand-tuning),"",Link reported but inaccessible,Matlab,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
421,Adams 2018,Potential drivers of HIV acquisition in African-American women related to mass incarceration: an agent-based modelling study.,Consensus,https://doi.org/10.1186/s12889-018-6304-x,2018,"Potential drivers of HIV acquisition in
African-American women related to mass
incarceration: an agent-based modelling
study",USA,HIV,Individual-based ,"",Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Incidence ; Notifications / diagnoses; Prevalence,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Python,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Not reported ,"",Calibration results are not reported. ,"",Uncertainty in calibration outputs is not reported.,"",Not reported
419,Johnson 2018,Age bias in survey sampling and implications for estimating HIV prevalence in men who have sex with men: insights from mathematical modelling,Consensus,https://doi.org/10.1017/s0950268818000961,2018,Age bias in survey sampling and implications for estimating HIV prevalence in men who have sex with men: insights from mathematical modelling,South Africa,HIV,Individual-based ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Assess impact of model assumptions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,Not reported,No,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",100
414,Li 2018,A mathematical model of biomedical interventions for HIV prevention among men who have sex with men in China,Consensus,https://doi.org/10.1186/s12879-018-3516-8,2018,A mathematical model of biomedical interventions for HIV prevention among men who have sex with men in China,China,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"",Prevalence,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Other ,simple search procedure,Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"", deviance criterion,Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",400
408,Omondi 2019,A mathematical modelling study of HIV infection in two heterosexual age groups in Kenya,Consensus,https://doi.org/10.1016/j.idm.2019.04.003,2019,A mathematical modelling study of HIV infection in two heterosexual age groups in Kenya,Kenya,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.; Parameters are uncertain.,"",Notifications / diagnoses,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Markov Chain Monte Carlo,"",Not reported ,R,Yes,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
391,Silhol 2021,Assessing the Potential Impact of Disruptions Due to COVID-19 on HIV Among Key and Lower-Risk Populations in the Largest Cities of Cameroon and Benin.,Consensus,DOI:10.1097/QAI.0000000000002663,2021,"Assessing the Potential Impact of Disruptions Due to
COVID-19 on HIV Among Key and Lower-Risk Populations in the Largest Cities of Cameroon and Benin","Cameroon, Benin",HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions; Predict disease trends ",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Demographic (e.g., population size, sex and age distribution); Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Other ,Bayesian framework,Not reported ,Not reported,No,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1000 (Benin)
390,Mustapha 2021,Modelling the effect of horizontal and vertical transmissions of HIV infection with efficient control strategies,Consensus,http://doi.org/10.31489/2021M2/106-114,2021,Modelling the effect of horizontal and vertical transmissions of HIV infection with efficient control strategies,Turkey,HIV,Not reported,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Multiple,Not reported,Subset of parameters,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Not reported,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
383,Wang 2021,Mathematical modelling of the influence of serosorting on the population-level HIV transmission impact of pre-exposure prophylaxis.,Consensus,https://doi.org/10.1097/QAD.0000000000002826,2021,Mathematical modelling of the influence of serosorting on the population-level HIV transmission impact of pre-exposure prophylaxis,Canada,HIV,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions; Assess impact of model assumptions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.","","","","","","","",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,"","","","","","","","","","",Numerical: e.g. as value(s).,"","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","","320, 244"
378,Hansson 2019,A dynamic network model to disentangle the roles of steady and casual partners for HIV transmission among MSM,Consensus,https://doi.org/10.1016/j.epidem.2019.02.001,2019,A dynamic network model to disentangle the roles of steady and casual partners for HIV transmission among MSM,Sweden,HIV,Compartmental ,"",Stochastic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,Not reported,Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites)","",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Not reported,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
